objectid,filename,title,creator,mine,date,description,subject,location,latitude,longitude,source,format_original,format,type,identifier,language,rights,rightsstatement
cometbus_4_8107_box_4_ratlanta_dec_1985_4_12_66,cometbus_4_8107_box_4_66.jpg,Ratlanta Dec. 1985,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1985-12,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder ratlanta_dec_1985_4_12).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; ratlanta; culture; politics; anti establishment; 1960s revival; commercialization,"Berkeley, CA ",37.8715,-122.273,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-66,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_ratlanta_dec_1985_4_12_67,cometbus_4_8107_box_4_67.jpg,Ratlanta Dec. 1985,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1985-12,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder ratlanta_dec_1985_4_12).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; ratlanta; Nicaragua; Sandinista revolution; war; foreign policy; politics; anti intervention; critique,Nicaragua,12.8654,-85.2072,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-67,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_ratlanta_dec_1985_4_12_68,cometbus_4_8107_box_4_68.jpg,Ratlanta Dec. 1985,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1985-12,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder ratlanta_dec_1985_4_12).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; ratlanta; Nicaragua; Sandinista revolution; war; foreign policy; politics; Reagan; critique; imperialism,Nicaragua,12.8654,-85.2072,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-68,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_ratlanta_dec_1985_4_12_69,cometbus_4_8107_box_4_69.jpg,Ratlanta Dec. 1985,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1985-12,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder ratlanta_dec_1985_4_12).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; ratlanta; Nicaragua; Sandinista revolution; war; foreign policy; politics; Reagan; critique; imperialism,Nicaragua,12.8654,-85.2072,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-69,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_ratlanta_dec_1985_4_12_70,cometbus_4_8107_box_4_70.jpg,Ratlanta Dec. 1985,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1985-12,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder ratlanta_dec_1985_4_12).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; ratlanta; Articles of Faith; Chicago; music scene; culture,"Chicago, Illinois ",41.8781,-87.6298,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-70,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_ratlanta_dec_1985_4_12_71,cometbus_4_8107_box_4_71.jpg,Ratlanta Dec. 1985,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1985-12,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder ratlanta_dec_1985_4_12).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; ratlanta; Articles of Faith; Chicago; music scene; culture,"Chicago, Illinois ",41.8781,-87.6298,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-71,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_ratlanta_dec_1985_4_12_72,cometbus_4_8107_box_4_72.jpg,Ratlanta Dec. 1985,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1985-12,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder ratlanta_dec_1985_4_12).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; ratlanta; Articles of Faith; Chicago; music scene; culture,"Chicago, Illinois ",41.8781,-87.6298,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-72,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_real_fun_1984_4_13_74,cometbus_4_8107_box_4_74.jpg,Real Fun 1984,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1984,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder real_fun_1984_4_13).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; real fun; critique; Bay Area; culture; satire,"San Francisco, CA",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-74,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_real_fun_1984_4_13_75,cometbus_4_8107_box_4_75.jpg,Real Fun 1984,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1984,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder real_fun_1984_4_13).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; real fun; San Francisco; Maximum Rocknroll; independent record labels; Hardcore California compilation; Dead Kennedys; J.T. Marc; culture,"San Francisco, CA",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-75,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_real_fun_1984_4_13_76,cometbus_4_8107_box_4_76.jpg,Real Fun 1984,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1984,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder real_fun_1984_4_13).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; real fun; critique; mass media; capitalism; clture; satire; Bay Area; Berkeley,"Berkeley, CA ",37.8715,-122.273,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-76,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_real_fun_1984_4_13_77,cometbus_4_8107_box_4_77.jpg,Real Fun 1984,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1984,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder real_fun_1984_4_13).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; real fun; satire; critique; Couch Potatoes; culture; consumerism; Groucho Marx; Bob Black; anarchism; Marxism; satire; culture; Bay Area,"Berkeley, CA ",37.8715,-122.273,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-77,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_real_fun_1984_4_13_78,cometbus_4_8107_box_4_78.jpg,Real Fun 1984,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1984,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder real_fun_1984_4_13).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; real fun; satire; critique; Couch Potatoes; culture; consumerism; Groucho Marx; Bob Black; anarchism; Marxism; satire; culture; Bay Area,"Berkeley, CA ",37.8715,-122.273,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-78,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_real_fun_1984_4_13_79,cometbus_4_8107_box_4_79.jpg,Real Fun 1984,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1984,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder real_fun_1984_4_13).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; real fun; disinformation; mass media; propaganda; foreign policy; war; politics; Central America; Nicaragua; CIA; El Salvador; psychological warfare; manipulation; democracy; imperialsim; politics,Nicaragua,12.8654,-85.2072,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-79,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_real_fun_1984_4_13_80,cometbus_4_8107_box_4_80.jpg,Real Fun 1984,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1984,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder real_fun_1984_4_13).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; real fun; disinformation; mass media; propaganda; foreign policy; war; politics; Central America; Nicaragua; CIA; El Salvador; psychological warfare; manipulation; democracy; imperialsim; politics,Nicaragua,12.8654,-85.2072,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-80,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_real_fun_1984_4_13_81,cometbus_4_8107_box_4_81.jpg,Real Fun 1984,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1984,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder real_fun_1984_4_13).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; real fun; disinformation; mass media; propaganda; foreign policy; war; politics; Central America; Nicaragua; CIA; El Salvador; psychological warfare; manipulation; democracy; imperialsim; politics,Nicaragua,12.8654,-85.2072,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-81,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_real_fun_1984_4_13_82,cometbus_4_8107_box_4_82.jpg,Real Fun 1984,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1984,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder real_fun_1984_4_13).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; real fun; Factwino vs Armageddonman; Spain; satire; critique; information control; Robert Williams; Lowbrow Art; Rip Off Press; Bay Area; San Francisco; culture,"San Francisco, CA",37.7749,-122.4194,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-82,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_real_fun_1984_4_13_84,cometbus_4_8107_box_4_84.jpg,Real Fun 1984,John Lyons,Cometbus Punk and Underground Press Collection,1984,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder real_fun_1984_4_13).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; real fun; incarceration; critique; capitalism; wage labor; corporate control; prison-industrial complex; politics; Phoenix Michael,"Berkeley, CA ",37.8715,-122.273,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-84,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_reality_control_c1990_febmarch1992_4_14_86,cometbus_4_8107_box_4_86.jpg,Reality Control c.1990 Febmarch1992,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1992-03,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder reality_control_c1990_febmarch1992_4_14).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; reality control,Carpinteria. CA,34.3899,-119.4954,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-86,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_reality_control_c1990_febmarch1992_4_14_87,cometbus_4_8107_box_4_87.jpg,Reality Control c.1990 Febmarch1992,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1992-03,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder reality_control_c1990_febmarch1992_4_14).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; reality control; culture; critique; control; identity; surveillance; Bay Area; Berkeley,"Berkeley, CA ",37.8715,-122.273,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-87,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_revealin_da_lies_c1983_4_15_89,cometbus_4_8107_box_4_89.jpg,Revealin Da Lies c.1983,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1983,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder revealin_da_lies_c1983_4_15).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; police; fear; authority; control; culture; Carpinteria; critique; politics; Reagan; war; religion; marginalized; conflict,Carpinteria. CA,34.3899,-119.4954,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-89,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_revealin_da_lies_c1983_4_15_90,cometbus_4_8107_box_4_90.jpg,Revealin Da Lies c.1983,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1983,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder revealin_da_lies_c1983_4_15).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; police; fear; authority; control; culture; Carpinteria; critique; politics; Reagan; war; religion; marginalized; conflict,Carpinteria. CA,34.3899,-119.4954,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-90,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_roessiger_c1991_4_18_92,cometbus_4_8107_box_4_92.jpg,Roessiger c.1991,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1991,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder roessiger_c1991_4_18).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; roessiger; Sid Vicious; Boris Yeltsin; war; politics; Russia; Washington D.C.; humor; propaganda; mass media; critique; misinformation; culture,"Washington, D.C.",38.9072,-77.0369,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-92,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_roessiger_c1991_4_18_93,cometbus_4_8107_box_4_93.jpg,Roessiger c.1991,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1991,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder roessiger_c1991_4_18).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; roessiger; e.e. cummings; poetry adaptation; U.S. Navy; critique; nationalism; satire; propaganda; flag; culture; anti militarism,"Berkeley, CA ",37.8715,-122.273,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-93,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_roessiger_c1991_4_18_95,cometbus_4_8107_box_4_95.jpg,Roessiger c.1991,Aaron Cometbus,Cometbus Punk and Underground Press Collection,1991,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder roessiger_c1991_4_18).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; roessiger; Round Things Roll; Bay Area; Berkeley,"Berkeley, CA ",37.8715,-122.273,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-95,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_round_things_roll_c2001_4_19_96,cometbus_4_8107_box_4_96.jpg,Round Things Roll c.2001,Aaron Cometbus,Cometbus Punk and Underground Press Collection,2001,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder round_things_roll_c2001_4_19).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; round things roll; music scene; acoustic; ideology; critique; culture; performance,"Berkeley, CA ",37.8715,-122.273,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-96,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_round_things_roll_c2001_4_19_97,cometbus_4_8107_box_4_97.jpg,Round Things Roll c.2001,Aaron Cometbus,Cometbus Punk and Underground Press Collection,2001,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder round_things_roll_c2001_4_19).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; round things roll; music scene; acoustic; ideology; critique; culture; performance,"Berkeley, CA ",37.8715,-122.273,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-97,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_round_things_roll_c2001_4_19_98,cometbus_4_8107_box_4_98.jpg,Round Things Roll c.2001,Aaron Cometbus,Cometbus Punk and Underground Press Collection,2001,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder round_things_roll_c2001_4_19).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; round things roll; music scene; acoustic; ideology; critique; culture; performance,"Berkeley, CA ",37.8715,-122.273,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-98,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_round_things_roll_c2001_4_19_99,cometbus_4_8107_box_4_99.jpg,Round Things Roll c.2001,Aaron Cometbus,Cometbus Punk and Underground Press Collection,2001,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder round_things_roll_c2001_4_19).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; round things roll; music scene; acoustic; ideology; critique; culture; performance; community,"Berkeley, CA ",37.8715,-122.273,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-99,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_round_things_roll_c2001_4_19_100,cometbus_4_8107_box_4_100.jpg,Round Things Roll c.2001,Aaron Cometbus,Cometbus Punk and Underground Press Collection,2001,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder round_things_roll_c2001_4_19).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; round things roll; music scene; ideology; critique; culture; gender; sexism; community,"Berkeley, CA ",37.8715,-122.273,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-100,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_round_things_roll_c2001_4_19_101,cometbus_4_8107_box_4_101.jpg,Round Things Roll c.2001,Aaron Cometbus,Cometbus Punk and Underground Press Collection,2001,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder round_things_roll_c2001_4_19).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; round things roll; music scene; acoustic; culture; performance; community,"Berkeley, CA ",37.8715,-122.273,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-101,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_round_things_roll_c2001_4_19_102,cometbus_4_8107_box_4_102.jpg,Round Things Roll c.2001,Aaron Cometbus,Cometbus Punk and Underground Press Collection,2001,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder round_things_roll_c2001_4_19).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; round things roll; music scene; acoustic; culture; performance; community; future; independence,"Berkeley, CA ",37.8715,-122.273,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-102,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
cometbus_4_8107_box_4_round_things_roll_c2001_4_19_103,cometbus_4_8107_box_4_103.jpg,Round Things Roll c.2001,Aaron Cometbus,Cometbus Punk and Underground Press Collection,2001,"Photograph of archival item from Cometbus Punk and Underground Press Collection, Box 4 (Box 8107, Folder round_things_roll_c2001_4_19).",punk archives; zines; underground press; cometbus; Cometbus Punk and Underground Press Collection; round things roll; music scene; acoustic; culture; Texas; American Southwest; experience; independence,"Berkeley, CA ",37.8715,-122.273,Cometbus Punk and Underground Press Collection,Color,image/jpg,Image;StillImage,8107-4-103,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/
